frame,landmark_0_x,landmark_0_y,landmark_0_z,landmark_0_visibility,landmark_1_x,landmark_1_y,landmark_1_z,landmark_1_visibility,landmark_2_x,landmark_2_y,landmark_2_z,landmark_2_visibility,landmark_3_x,landmark_3_y,landmark_3_z,landmark_3_visibility,landmark_4_x,landmark_4_y,landmark_4_z,landmark_4_visibility,landmark_5_x,landmark_5_y,landmark_5_z,landmark_5_visibility,landmark_6_x,landmark_6_y,landmark_6_z,landmark_6_visibility,landmark_7_x,landmark_7_y,landmark_7_z,landmark_7_visibility,landmark_8_x,landmark_8_y,landmark_8_z,landmark_8_visibility,landmark_9_x,landmark_9_y,landmark_9_z,landmark_9_visibility,landmark_10_x,landmark_10_y,landmark_10_z,landmark_10_visibility,landmark_11_x,landmark_11_y,landmark_11_z,landmark_11_visibility,landmark_12_x,landmark_12_y,landmark_12_z,landmark_12_visibility,landmark_13_x,landmark_13_y,landmark_13_z,landmark_13_visibility,landmark_14_x,landmark_14_y,landmark_14_z,landmark_14_visibility,landmark_15_x,landmark_15_y,landmark_15_z,landmark_15_visibility,landmark_16_x,landmark_16_y,landmark_16_z,landmark_16_visibility,landmark_17_x,landmark_17_y,landmark_17_z,landmark_17_visibility,landmark_18_x,landmark_18_y,landmark_18_z,landmark_18_visibility,landmark_19_x,landmark_19_y,landmark_19_z,landmark_19_visibility,landmark_20_x,landmark_20_y,landmark_20_z,landmark_20_visibility,landmark_21_x,landmark_21_y,landmark_21_z,landmark_21_visibility,landmark_22_x,landmark_22_y,landmark_22_z,landmark_22_visibility,landmark_23_x,landmark_23_y,landmark_23_z,landmark_23_visibility,landmark_24_x,landmark_24_y,landmark_24_z,landmark_24_visibility,landmark_25_x,landmark_25_y,landmark_25_z,landmark_25_visibility,landmark_26_x,landmark_26_y,landmark_26_z,landmark_26_visibility,landmark_27_x,landmark_27_y,landmark_27_z,landmark_27_visibility,landmark_28_x,landmark_28_y,landmark_28_z,landmark_28_visibility,landmark_29_x,landmark_29_y,landmark_29_z,landmark_29_visibility,landmark_30_x,landmark_30_y,landmark_30_z,landmark_30_visibility,landmark_31_x,landmark_31_y,landmark_31_z,landmark_31_visibility,landmark_32_x,landmark_32_y,landmark_32_z,landmark_32_visibility
1168,0.6371850967407227,0.6751208901405334,-0.583358108997345,0.9990178942680359,0.6462084054946899,0.6586757302284241,-0.5973128080368042,0.9991410374641418,0.6522626280784607,0.6571992039680481,-0.5973831415176392,0.9992299675941467,0.6584959626197815,0.6552479863166809,-0.5977445840835571,0.9992774128913879,0.6334014534950256,0.6511884331703186,-0.5912076830863953,0.9988797903060913,0.6303415298461914,0.6445289254188538,-0.5913201570510864,0.9985955357551575,0.6267227530479431,0.6374673247337341,-0.5913346409797668,0.9983982443809509,0.6719011068344116,0.6376653909683228,-0.5262821912765503,0.9996578693389893,0.6240178346633911,0.6099512577056885,-0.4950019419193268,0.9994407892227173,0.6460777521133423,0.6836403608322144,-0.542434811592102,0.9997565150260925,0.6307074427604675,0.6764465570449829,-0.5338407158851624,0.9994785785675049,0.7122191190719604,0.7160005569458008,-0.40638500452041626,0.9999419450759888,0.5950802564620972,0.6594529747962952,-0.30087825655937195,0.999714195728302,0.7816522121429443,0.8449239134788513,-0.34882652759552,0.985155463218689,0.5861433148384094,0.7731124758720398,0.011014353483915329,0.4550897479057312,0.8006131052970886,0.9760245680809021,-0.4198346734046936,0.8740932941436768,0.5744229555130005,0.8542245626449585,0.22593793272972107,0.2848162055015564,0.8134523630142212,1.0225416421890259,-0.44114255905151367,0.7710976600646973,0.5641078352928162,0.8867412209510803,0.26285040378570557,0.2728569209575653,0.8039913177490234,1.0281041860580444,-0.47605642676353455,0.7734352350234985,0.5605708360671997,0.886566162109375,0.22635717689990997,0.2851668894290924,0.7956705093383789,1.0110772848129272,-0.43257975578308105,0.7492851614952087,0.5700129866600037,0.8729941248893738,0.22062814235687256,0.28840184211730957,0.6504799723625183,0.9789936542510986,-0.03678278252482414,0.9944350719451904,0.5854693651199341,0.9525090456008911,0.03713401407003403,0.9914132356643677,0.6165340542793274,1.1555997133255005,0.019688818603754044,0.862419843673706,0.5610256791114807,1.13423490524292,0.09105478227138519,0.8079042434692383,0.6361952424049377,1.2936846017837524,0.4350549280643463,0.2760826349258423,0.5700575113296509,1.2720085382461548,0.46412211656570435,0.4640595018863678,0.6382008194923401,1.3137227296829224,0.4753653109073639,0.31729066371917725,0.5779968500137329,1.284432053565979,0.5014644861221313,0.4681752026081085,0.6214746832847595,1.3507328033447266,0.39836353063583374,0.2594267427921295,0.5595296025276184,1.350229024887085,0.41823428869247437,0.42288917303085327
1169,0.6372736096382141,0.6914734244346619,-0.6066993474960327,0.9981682300567627,0.6466424465179443,0.6782464385032654,-0.6237930059432983,0.9983304738998413,0.6524913907051086,0.6774667501449585,-0.623876690864563,0.9985074400901794,0.6585191488265991,0.6755674481391907,-0.6242600679397583,0.9988245964050293,0.6337672472000122,0.6701675653457642,-0.6190918684005737,0.9975542426109314,0.6305834054946899,0.6642380356788635,-0.619184136390686,0.9968311190605164,0.6269227266311646,0.6574552059173584,-0.6192018389701843,0.9963666796684265,0.671589732170105,0.6526751518249512,-0.5570108294487,0.9994193911552429,0.6238821744918823,0.6275411248207092,-0.5310832858085632,0.9982048869132996,0.6460651159286499,0.699997067451477,-0.5658867359161377,0.9995896816253662,0.6309366822242737,0.691989004611969,-0.5590178966522217,0.9990514516830444,0.7097779512405396,0.7140236496925354,-0.4253416061401367,0.9999392032623291,0.5916814208030701,0.6733413934707642,-0.33405694365501404,0.9994904398918152,0.7779369354248047,0.8456307053565979,-0.3436999022960663,0.9857743978500366,0.5848302245140076,0.7818735837936401,-0.0340808629989624,0.4369247257709503,0.7974915504455566,0.9759389162063599,-0.3959241509437561,0.8685739040374756,0.5778759717941284,0.8846985101699829,0.17124727368354797,0.26344695687294006,0.8125197291374207,1.0252279043197632,-0.42444857954978943,0.7584437131881714,0.5832268595695496,0.9196128845214844,0.20579323172569275,0.2516796886920929,0.8147827386856079,1.0327435731887817,-0.42659497261047363,0.7668009400367737,0.5796850919723511,0.9141542911529541,0.17478284239768982,0.2638845145702362,0.8043525815010071,1.0195643901824951,-0.3958654999732971,0.7436811923980713,0.583094596862793,0.9030085802078247,0.16810879111289978,0.26756593585014343,0.6488977670669556,0.9855083227157593,-0.03445132076740265,0.9808057546615601,0.5845268368721008,0.9676967859268188,0.03482421115040779,0.9635524153709412,0.625765860080719,1.2053879499435425,0.05623694136738777,0.8320965766906738,0.5702033638954163,1.1760973930358887,0.15560147166252136,0.7677208185195923,0.6241657137870789,1.375381350517273,0.4167821407318115,0.2537427246570587,0.5616581439971924,1.3511922359466553,0.45565372705459595,0.42478147149086,0.6245898008346558,1.3976023197174072,0.449221670627594,0.2894415557384491,0.5654775500297546,1.3712847232818604,0.4833342432975769,0.42816489934921265,0.6041384339332581,1.4411646127700806,0.35110849142074585,0.2358432114124298,0.5539872050285339,1.4298774003982544,0.3724640905857086,0.3852587938308716
1170,0.6382461786270142,0.691276490688324,-0.5911669135093689,0.9955460429191589,0.6471378803253174,0.6754463315010071,-0.6040454506874084,0.9949288368225098,0.6525341868400574,0.6742488145828247,-0.6041310429573059,0.9958594441413879,0.6581750512123108,0.6724151968955994,-0.6044759154319763,0.9968295693397522,0.6347358822822571,0.6698600053787231,-0.6000058650970459,0.9927826523780823,0.6314011216163635,0.6651617884635925,-0.6001173257827759,0.9914657473564148,0.6277680993080139,0.6598053574562073,-0.600211501121521,0.9896285533905029,0.6705087423324585,0.6535478830337524,-0.5174331665039062,0.9985144138336182,0.6239825487136841,0.6367247104644775,-0.4924387037754059,0.9923202395439148,0.6463891267776489,0.700160562992096,-0.5434070825576782,0.9989718198776245,0.6316920518875122,0.6944435834884644,-0.5367209911346436,0.9975564479827881,0.7063069343566895,0.7105669379234314,-0.37815260887145996,0.9999327659606934,0.5897214412689209,0.6835932731628418,-0.29626208543777466,0.9991248846054077,0.7777341604232788,0.8432196974754333,-0.31039103865623474,0.9866767525672913,0.5799485445022583,0.8126186728477478,-0.07890166342258453,0.4281843304634094,0.7926913499832153,0.9766038060188293,-0.36053523421287537,0.8613146543502808,0.5819724202156067,0.9235926270484924,-0.006007636897265911,0.24259407818317413,0.806728720664978,1.0211167335510254,-0.38038891553878784,0.7352809309959412,0.5909422636032104,0.9656859636306763,0.003938533831387758,0.23057183623313904,0.798406720161438,1.0313522815704346,-0.40924072265625,0.7498823404312134,0.5899530649185181,0.958497166633606,-0.032196201384067535,0.24238727986812592,0.7908049821853638,1.0133366584777832,-0.3776712417602539,0.7274069786071777,0.5913680195808411,0.9439785480499268,-0.015263820998370647,0.24575753509998322,0.6490785479545593,0.9854775071144104,-0.03160550817847252,0.9582037329673767,0.5842796564102173,0.9666746258735657,0.03210985288023949,0.9234238266944885,0.6369766592979431,1.2280679941177368,-0.01967991515994072,0.7795836329460144,0.5696770548820496,1.199518084526062,0.0892181545495987,0.7109178900718689,0.625022292137146,1.4152467250823975,0.29485321044921875,0.2321866899728775,0.5567935705184937,1.3938441276550293,0.3064361810684204,0.38836076855659485,0.6249462366104126,1.4408175945281982,0.40608716011047363,0.2639099061489105,0.559332013130188,1.4206016063690186,0.3245900571346283,0.3921802043914795,0.6066757440567017,1.4855782985687256,0.13285210728645325,0.2142574042081833,0.5519841313362122,1.4692713022232056,0.25907450914382935,0.35151493549346924
1171,0.6408687233924866,0.689288854598999,-0.531831681728363,0.9951255917549133,0.6494318246841431,0.6707051396369934,-0.5448981523513794,0.994342565536499,0.6545982360839844,0.6693271398544312,-0.5449694991111755,0.9953628182411194,0.6599741578102112,0.6673857569694519,-0.545331597328186,0.9964837431907654,0.6374551057815552,0.6660296320915222,-0.5412290692329407,0.9921932816505432,0.6341701149940491,0.6618061065673828,-0.5412713885307312,0.9907082915306091,0.6306239366531372,0.6570667028427124,-0.5413371920585632,0.9887216687202454,0.6706293821334839,0.6491800546646118,-0.46859607100486755,0.9983215928077698,0.6256203651428223,0.6361960768699646,-0.44602170586586,0.991849958896637,0.6482008695602417,0.7003703713417053,-0.48902416229248047,0.9989028573036194,0.6337871551513672,0.6949815154075623,-0.48315468430519104,0.9974853992462158,0.706132173538208,0.7227448225021362,-0.35111552476882935,0.9999172687530518,0.5899430513381958,0.6893946528434753,-0.2552960515022278,0.9990312457084656,0.7706578373908997,0.8578856587409973,-0.25236383080482483,0.9863636493682861,0.5780905485153198,0.8039599061012268,0.0010749860666692257,0.4147184193134308,0.7876385450363159,0.9915373921394348,-0.2555479407310486,0.8220894932746887,0.5828391313552856,0.8900067806243896,0.16152307391166687,0.22262410819530487,0.7979305982589722,1.0287114381790161,-0.2623630166053772,0.6882826685905457,0.5896912217140198,0.9124687314033508,0.1901368647813797,0.2107657939195633,0.7929583787918091,1.0278738737106323,-0.29301849007606506,0.7063567638397217,0.5897718667984009,0.9169596433639526,0.15972009301185608,0.22181245684623718,0.7842288017272949,1.013852834701538,-0.26554229855537415,0.68738853931427,0.5913286209106445,0.9053924679756165,0.15666072070598602,0.22532972693443298,0.6487023830413818,0.9967321753501892,-0.0332946851849556,0.9207065105438232,0.583540678024292,0.9751783013343811,0.03373457491397858,0.8764408826828003,0.6374222040176392,1.2361727952957153,0.06611746549606323,0.729813277721405,0.5673509836196899,1.214145541191101,0.1396590769290924,0.6573274731636047,0.6247855424880981,1.4269055128097534,0.3275403678417206,0.21372781693935394,0.5530277490615845,1.4049391746520996,0.3441315293312073,0.3564799726009369,0.6254220008850098,1.4547499418258667,0.3544694781303406,0.2407236248254776,0.5563031435012817,1.430058479309082,0.36091822385787964,0.358835905790329,0.6061961650848389,1.4910365343093872,0.15215182304382324,0.1948440819978714,0.5466309785842896,1.4788960218429565,0.23683328926563263,0.3207875192165375
1172,0.6404817700386047,0.6846027970314026,-0.520708441734314,0.9923143982887268,0.6488510370254517,0.6671079397201538,-0.5321310758590698,0.990860104560852,0.6538322567939758,0.6665175557136536,-0.5321922898292542,0.9926671385765076,0.6590651273727417,0.6661781072616577,-0.5324937105178833,0.9941437840461731,0.6373847723007202,0.6653924584388733,-0.5267196893692017,0.9884106516838074,0.6342695355415344,0.6584476232528687,-0.5267593264579773,0.9868929982185364,0.6311134099960327,0.652149498462677,-0.5268725156784058,0.9839023947715759,0.6703283190727234,0.6422821879386902,-0.45280855894088745,0.9970674514770508,0.6277362704277039,0.6294828057289124,-0.4219478964805603,0.9875122904777527,0.6480912566184998,0.6916207075119019,-0.4781620502471924,0.9980068206787109,0.6335445642471313,0.6866161823272705,-0.46972084045410156,0.995866596698761,0.7063096761703491,0.7293565273284912,-0.3389311134815216,0.9997833371162415,0.5887322425842285,0.6939827799797058,-0.24223288893699646,0.998289167881012,0.7612703442573547,0.8653572201728821,-0.2239290475845337,0.984877347946167,0.5682735443115234,0.8197789788246155,-0.010639471933245659,0.40621355175971985,0.7782481908798218,0.9941593408584595,-0.21337692439556122,0.769775390625,0.5811701416969299,0.8914346694946289,0.12308093160390854,0.2029367983341217,0.7844251394271851,1.0399705171585083,-0.21276824176311493,0.6346009373664856,0.5895816087722778,0.9243097901344299,0.14844149351119995,0.191610187292099,0.7797083258628845,1.0394808053970337,-0.24401512742042542,0.6540622711181641,0.5885809063911438,0.9152259826660156,0.12484942376613617,0.20188279449939728,0.7720964550971985,1.0253715515136719,-0.22221216559410095,0.6378192901611328,0.5889032483100891,0.903513491153717,0.11968336254358292,0.20521293580532074,0.6425716280937195,1.0096209049224854,-0.03258170187473297,0.8577128052711487,0.5755446553230286,0.9868733882904053,0.03286842256784439,0.8103105425834656,0.6355560421943665,1.2597957849502563,0.006276142783463001,0.6877555251121521,0.5621252655982971,1.2353183031082153,0.08689545094966888,0.6140643954277039,0.6215347051620483,1.4546688795089722,0.2608502507209778,0.20212796330451965,0.5503038167953491,1.4324759244918823,0.30976608395576477,0.33355075120925903,0.6215859055519104,1.4818111658096313,0.2656534016132355,0.2225470393896103,0.5523216128349304,1.4587477445602417,0.3124699890613556,0.3347204625606537,0.603573739528656,1.5250071287155151,0.10569731146097183,0.17997552454471588,0.5413243770599365,1.509339690208435,0.11030896753072739,0.29764682054519653
1173,0.632498025894165,0.6675899028778076,-0.45538944005966187,0.9907419085502625,0.6428700685501099,0.6507316827774048,-0.46906036138534546,0.9885349869728088,0.6472195982933044,0.6519110202789307,-0.4691770672798157,0.9910179972648621,0.6518398523330688,0.6534499526023865,-0.4694857597351074,0.9924468994140625,0.634024977684021,0.647763192653656,-0.4545270800590515,0.9862840175628662,0.6319687366485596,0.6442627310752869,-0.4546145498752594,0.9851291179656982,0.6296529173851013,0.6405383944511414,-0.4547507166862488,0.9815648198127747,0.664630651473999,0.638708770275116,-0.4093206822872162,0.9962765574455261,0.6287102103233337,0.6253350973129272,-0.3416231572628021,0.985868513584137,0.6388190388679504,0.68677818775177,-0.4213075041770935,0.9972768425941467,0.6276360750198364,0.6783447861671448,-0.40115565061569214,0.9947734475135803,0.7049688696861267,0.7325342893600464,-0.30313098430633545,0.9995900988578796,0.5875109434127808,0.6959330439567566,-0.16454270482063293,0.9982150793075562,0.7517622709274292,0.8622230291366577,-0.2046908140182495,0.9827396273612976,0.5669934153556824,0.8180540204048157,0.039015524089336395,0.4002037048339844,0.7736614346504211,1.0020979642868042,-0.2084358185529709,0.7207406759262085,0.569366455078125,0.8842731714248657,0.10541535913944244,0.19086185097694397,0.7790688872337341,1.052774429321289,-0.2158854454755783,0.5876656770706177,0.5646589398384094,0.9169068932533264,0.11899322271347046,0.17929331958293915,0.775898814201355,1.0536072254180908,-0.2447727471590042,0.6086708307266235,0.5672219395637512,0.905552864074707,0.08498316258192062,0.1897481232881546,0.7681208848953247,1.0390089750289917,-0.21768677234649658,0.5954762697219849,0.5695841908454895,0.9028344750404358,0.09381551295518875,0.19281019270420074,0.6422260403633118,1.0037479400634766,-0.041515715420246124,0.8168771266937256,0.5765997171401978,0.9772591590881348,0.04164624586701393,0.7754521369934082,0.6384055018424988,1.21226167678833,-0.011345518752932549,0.6401982307434082,0.5634714961051941,1.1867204904556274,0.10145749151706696,0.5679996013641357,0.6225565671920776,1.405399203300476,0.18783597648143768,0.18928273022174835,0.5520003437995911,1.3831199407577515,0.2662578821182251,0.3089636266231537,0.6233363747596741,1.4349433183670044,0.19970938563346863,0.20858578383922577,0.553979754447937,1.4110850095748901,0.28275638818740845,0.3140094578266144,0.6051079034805298,1.4627320766448975,0.07794491946697235,0.1659376621246338,0.5397939682006836,1.4456967115402222,0.13690252602100372,0.27405327558517456
1174,0.6308380961418152,0.655366837978363,-0.471897691488266,0.98988276720047,0.64193195104599,0.6384544372558594,-0.48230844736099243,0.9866805076599121,0.6460996270179749,0.6401066780090332,-0.48239344358444214,0.9897671341896057,0.6505788564682007,0.6421679854393005,-0.48267143964767456,0.9909915328025818,0.633844792842865,0.6331394910812378,-0.46850520372390747,0.9847851395606995,0.6318625211715698,0.6299648880958557,-0.4686337411403656,0.9842942953109741,0.6294838190078735,0.6262817978858948,-0.4687960147857666,0.9804521203041077,0.6631232500076294,0.6377851963043213,-0.4168797433376312,0.9954719543457031,0.630273163318634,0.6229501366615295,-0.3524525761604309,0.984981119632721,0.6370211243629456,0.677202582359314,-0.4373190999031067,0.9966744184494019,0.6263703107833862,0.668166995048523,-0.41812723875045776,0.9940816164016724,0.7048977613449097,0.7339112758636475,-0.306293249130249,0.9994388222694397,0.5836572051048279,0.7040446996688843,-0.1846802979707718,0.9982088804244995,0.7446974515914917,0.8634288311004639,-0.19943445920944214,0.9807650446891785,0.5589648485183716,0.8411499261856079,-0.022496532648801804,0.4164985120296478,0.7652974724769592,1.003793478012085,-0.1968960464000702,0.675011396408081,0.5543391704559326,0.9447634220123291,-0.032695282250642776,0.18102870881557465,0.771333634853363,1.0516619682312012,-0.20413437485694885,0.5429717898368835,0.5527849793434143,0.9859494566917419,-0.03135322779417038,0.16775694489479065,0.7687851190567017,1.0524084568023682,-0.2331778109073639,0.5651049017906189,0.5535821914672852,0.9780153036117554,-0.06507191807031631,0.17844976484775543,0.7544693350791931,1.024764895439148,-0.20570413768291473,0.5536573529243469,0.5577616691589355,0.9636270999908447,-0.04494304209947586,0.18086877465248108,0.6426882147789001,1.003814458847046,-0.041440870612859726,0.7754360437393188,0.5751297473907471,0.979462742805481,0.04158608615398407,0.7416278123855591,0.6417607069015503,1.2000833749771118,-0.019810756668448448,0.5874305367469788,0.5598632097244263,1.167871117591858,0.08706994354724884,0.5225192904472351,0.6231877207756042,1.3901506662368774,0.19505274295806885,0.174484983086586,0.5505692958831787,1.3597486019134521,0.25431591272354126,0.28396350145339966,0.6235323548316956,1.4200440645217896,0.2109576165676117,0.192239448428154,0.5532172918319702,1.386626958847046,0.2757275104522705,0.29304295778274536,0.6067132353782654,1.4450041055679321,0.08937518298625946,0.15194950997829437,0.5381946563720703,1.4228202104568481,0.13767823576927185,0.2515554428100586
1175,0.6264374852180481,0.6404500603675842,-0.41155877709388733,0.9906429052352905,0.6383862495422363,0.6233280897140503,-0.42468246817588806,0.9875112771987915,0.6426019072532654,0.6257216334342957,-0.4247099757194519,0.990362286567688,0.6474982500076294,0.6286811232566833,-0.4248804450035095,0.9913167953491211,0.6304254531860352,0.6147023439407349,-0.40799078345298767,0.985971212387085,0.6285294890403748,0.6108656525611877,-0.40806370973587036,0.9855949282646179,0.6264097094535828,0.6069125533103943,-0.40822625160217285,0.9821028709411621,0.6630958914756775,0.6351326704025269,-0.37570929527282715,0.9956464767456055,0.6304389238357544,0.6109222173690796,-0.29628437757492065,0.9863357543945312,0.6325662732124329,0.665372908115387,-0.38439348340034485,0.9968275427818298,0.6217231750488281,0.6533893346786499,-0.3612029254436493,0.9945005178451538,0.7051199674606323,0.7358637452125549,-0.25071099400520325,0.9989132881164551,0.5821841359138489,0.7021737694740295,-0.16402526199817657,0.9983395338058472,0.7264677286148071,0.853399395942688,-0.057335395365953445,0.953630268573761,0.555607795715332,0.8435268998146057,0.0007738735293969512,0.4538734555244446,0.7430043816566467,0.9412930011749268,0.06693428009748459,0.6178707480430603,0.5398621559143066,0.9514280557632446,0.030464384704828262,0.19145998358726501,0.7485791444778442,0.9460853338241577,0.0897047370672226,0.4964977204799652,0.5343894362449646,0.978550136089325,0.04833372309803963,0.170782670378685,0.7460671067237854,0.9492612481117249,0.05726735666394234,0.5183811187744141,0.5360590219497681,0.9790764451026917,0.017362572252750397,0.1844860315322876,0.7387443780899048,0.9410688877105713,0.05950034409761429,0.5097694993019104,0.5415629148483276,0.9676569700241089,0.023716960102319717,0.1877274513244629,0.6434012651443481,1.00735342502594,-0.03176141157746315,0.7302284836769104,0.5744178891181946,0.9808552265167236,0.03196439519524574,0.7200005650520325,0.6407594680786133,1.2102909088134766,0.03779001906514168,0.5438156127929688,0.5573120713233948,1.187184453010559,0.08936233073472977,0.49067896604537964,0.6237179636955261,1.3994085788726807,0.2793750464916229,0.15988515317440033,0.5429209470748901,1.3793965578079224,0.2647232711315155,0.26195383071899414,0.6240429282188416,1.4267091751098633,0.2969525456428528,0.1765507310628891,0.5441911220550537,1.4055474996566772,0.2795679271221161,0.273269921541214,0.6072402596473694,1.4633985757827759,0.16703976690769196,0.13886703550815582,0.5308405160903931,1.4495346546173096,0.14259859919548035,0.2316931188106537
1176,0.6274052858352661,0.621355414390564,-0.37082162499427795,0.9911965727806091,0.6386877298355103,0.5993390679359436,-0.38015586137771606,0.9881176948547363,0.6429582834243774,0.6014581918716431,-0.3801952302455902,0.9907837510108948,0.6479887366294861,0.6040574908256531,-0.3803660571575165,0.991452157497406,0.6308925747871399,0.5910759568214417,-0.3684411346912384,0.9869715571403503,0.6289567947387695,0.5873292684555054,-0.36849239468574524,0.9867338538169861,0.6268659830093384,0.583769679069519,-0.368629515171051,0.9835321307182312,0.6633542776107788,0.6140607595443726,-0.3315284550189972,0.9956740736961365,0.6310402750968933,0.5928743481636047,-0.27461355924606323,0.9875532984733582,0.6339936256408691,0.6479666233062744,-0.3451383709907532,0.9969227910041809,0.6227669715881348,0.6349503397941589,-0.32862839102745056,0.9948530197143555,0.7043426632881165,0.7316902279853821,-0.2153840810060501,0.9983614087104797,0.5800444483757019,0.7029592990875244,-0.15329988300800323,0.9984448552131653,0.7196282148361206,0.863582968711853,0.009747205302119255,0.9152922034263611,0.5562211871147156,0.8422654867172241,0.04736637324094772,0.479483038187027,0.7182605266571045,0.8916810750961304,0.18894945085048676,0.5641950964927673,0.5376158952713013,0.9413212537765503,0.16934624314308167,0.18812772631645203,0.7182726860046387,0.8846389651298523,0.2200600653886795,0.45311346650123596,0.5301589369773865,0.9711006283760071,0.1910407841205597,0.1662338823080063,0.722429633140564,0.8855845928192139,0.19574648141860962,0.4735594689846039,0.5318211913108826,0.9690643548965454,0.1649421900510788,0.18064138293266296,0.715469241142273,0.8816670179367065,0.18601161241531372,0.4670628309249878,0.5367239713668823,0.9628959894180298,0.16274914145469666,0.18510688841342926,0.6447583436965942,1.0053964853286743,-0.025354992598295212,0.6993667483329773,0.5761885643005371,0.9857214093208313,0.025624092668294907,0.709895670413971,0.6416438221931458,1.2165204286575317,0.07489915937185287,0.5014969110488892,0.566408097743988,1.1986091136932373,0.10107512772083282,0.4590470790863037,0.6261758804321289,1.405266523361206,0.32451802492141724,0.1463184803724289,0.5521058440208435,1.390509843826294,0.28498905897140503,0.24171669781208038,0.6257685422897339,1.4332127571105957,0.3437613844871521,0.1613970547914505,0.5519815683364868,1.4162336587905884,0.300417959690094,0.25529518723487854,0.6083418726921082,1.4678075313568115,0.23569205403327942,0.12695106863975525,0.5427867770195007,1.4602160453796387,0.1818707436323166,0.21299032866954803
1177,0.629212498664856,0.6086872220039368,-0.37375420331954956,0.9917405843734741,0.6412415504455566,0.585541307926178,-0.3796178996562958,0.9886708855628967,0.6466929316520691,0.5869584679603577,-0.3796641230583191,0.9911463856697083,0.6525908708572388,0.5886158347129822,-0.3798218369483948,0.991493284702301,0.6313363313674927,0.5794838070869446,-0.3704756796360016,0.9878984689712524,0.6290374398231506,0.5766118168830872,-0.3705187737941742,0.9877907633781433,0.6268490552902222,0.5738950967788696,-0.37065979838371277,0.9848613142967224,0.6659649610519409,0.5985308885574341,-0.3199943006038666,0.9956406354904175,0.6305602788925171,0.5831181406974792,-0.2737221121788025,0.988634467124939,0.6378985643386841,0.63455730676651,-0.34470927715301514,0.9970051646232605,0.6228797435760498,0.623530387878418,-0.33131515979766846,0.9951861500740051,0.7036483287811279,0.7314015626907349,-0.20934274792671204,0.9977036714553833,0.5785553455352783,0.7008588314056396,-0.15690261125564575,0.9985405802726746,0.7113112211227417,0.8595924377441406,0.029116738587617874,0.8708166480064392,0.5561116337776184,0.8458709716796875,0.0314224436879158,0.5111730694770813,0.702549934387207,0.874920129776001,0.21385884284973145,0.5143746137619019,0.5323490500450134,0.9459896683692932,0.15109747648239136,0.1977391242980957,0.7006070017814636,0.8828290104866028,0.24597588181495667,0.41327962279319763,0.5219398736953735,0.9726628065109253,0.18257205188274384,0.17195461690425873,0.7180646061897278,0.8768590092658997,0.22096207737922668,0.43235260248184204,0.5235101580619812,0.9690832495689392,0.13922637701034546,0.18851475417613983,0.7005857825279236,0.8671859502792358,0.21075820922851562,0.427635133266449,0.5291913747787476,0.9622072577476501,0.1609279215335846,0.1945430487394333,0.6473413705825806,1.0020769834518433,-0.02521972358226776,0.6790644526481628,0.5772128105163574,0.986268162727356,0.025418225675821304,0.708132266998291,0.6454135775566101,1.219059705734253,0.07413723319768906,0.47331637144088745,0.5757318735122681,1.2076910734176636,0.1072738990187645,0.43589553236961365,0.634373128414154,1.4083235263824463,0.3252182602882385,0.13625024259090424,0.5654335021972656,1.4004013538360596,0.2965936064720154,0.2262590080499649,0.6343651413917542,1.435845136642456,0.34427741169929504,0.1498463898897171,0.5656598806381226,1.4271167516708374,0.3126043379306793,0.24626222252845764,0.6165262460708618,1.4730666875839233,0.2345951497554779,0.11748956143856049,0.5565999150276184,1.4682066440582275,0.19606652855873108,0.19809702038764954
